Timestamp,Motor,Steering,CamPitch,CamYaw,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ToF
[03:26:37.354],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.72,0.93,1.87,1675.00
[03:26:37.354],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.72,0.93,1.87,1675.00
[03:26:37.354],0.00,0.00,0.00,0.00,0.01,0.00,1.05,0.92,0.79,1.45,1675.00
[03:26:37.379],0.00,0.00,0.00,0.00,0.01,0.00,1.05,0.92,0.79,1.45,1675.00
[03:26:37.379],0.00,0.00,0.00,0.00,0.01,0.00,1.05,0.92,0.79,1.45,1643.00
[03:26:37.429],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.85,0.99,1.64,1643.00
[03:26:37.430],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.85,0.99,1.64,1643.00
[03:26:37.430],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.85,0.99,1.64,1643.00
[03:26:37.430],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.92,0.74,1.54,1643.00
[03:26:37.430],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.92,0.74,1.54,1643.00
[03:26:37.471],0.00,0.00,0.00,0.00,0.00,0.01,1.04,0.92,0.74,1.54,1673.00
[03:26:37.471],0.00,0.00,0.00,0.00,0.01,0.00,1.03,0.64,0.89,1.47,1673.00
[03:26:37.471],0.00,0.00,0.00,0.00,0.01,0.00,1.03,0.64,0.89,1.47,1673.00
[03:26:37.471],0.00,0.00,0.00,0.00,0.01,0.00,1.03,0.64,0.89,1.47,1673.00
[03:26:37.471],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.59,0.87,1.64,1673.00
[03:26:37.510],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.59,0.87,1.64,1673.00
[03:26:37.510],0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.59,0.87,1.64,1698.00
[03:26:37.510],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,1.15,0.46,1.41,1698.00
[03:26:37.510],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,1.15,0.46,1.41,1698.00
[03:26:37.510],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,1.15,0.46,1.41,1698.00
[03:26:37.551],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,0.58,0.75,1.46,1698.00
[03:26:37.552],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,0.58,0.75,1.46,1698.00
[03:26:37.552],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,0.58,0.75,1.46,1690.00
[03:26:37.582],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,0.81,0.67,1.25,1690.00
[03:26:37.582],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,0.81,0.67,1.25,1690.00
[03:26:37.629],0.00,0.00,0.00,0.00,0.00,-0.01,1.04,0.81,0.67,1.25,1690.00
